id,loan_amnt,funded_amnt,int_rate,grade,sub_grade,home_ownership,verification_status,issue_d,loan_status,addr_state,dti
188937,8000,8000,8.07%,A,A4,RENT,Not Verified,Dec-07,Fully Paid,IL,10.44
189379,2800,2800,7.43%,A,A2,RENT,Not Verified,Dec-07,Fully Paid,FL,3.96
190811,2000,2000,7.75%,A,A3,RENT,Not Verified,Dec-07,Charged Off,NC,2.4
190846,25000,25000,13.75%,E,E2,RENT,Not Verified,Jan-08,Charged Off,FL,19.78
191006,7500,7500,10.59%,C,C2,RENT,Not Verified,Dec-07,Fully Paid,NH,12.1
191730,20000,20000,14.38%,E,E4,RENT,Not Verified,Jan-08,Fully Paid,CA,15.7
192239,20000,20000,11.22%,C,C4,RENT,Not Verified,Dec-07,Fully Paid,NM,14.04
192299,16000,16000,12.80%,D,D4,RENT,Not Verified,Jan-08,Fully Paid,CA,12.43
192311,10000,10000,9.64%,B,B4,RENT,Not Verified,Jan-08,Fully Paid,MD,8.17
192616,12000,12000,9.96%,B,B5,MORTGAGE,Not Verified,Jan-08,Fully Paid,TX,8.17
193452,10000,10000,8.38%,A,A5,RENT,Not Verified,Jan-08,Fully Paid,CA,2.28
193586,9000,9000,10.59%,C,C2,RENT,Not Verified,Jan-08,Fully Paid,WA,5.56
193630,4000,4000,8.07%,A,A4,RENT,Not Verified,Jan-08,Fully Paid,LA,10.33
194565,12000,12000,9.33%,B,B3,RENT,Not Verified,Jan-08,Fully Paid,CA,7.47
194762,15450,15450,13.43%,E,E1,RENT,Not Verified,Jan-08,Fully Paid,MO,17.4
195618,6000,6000,12.17%,D,D2,MORTGAGE,Not Verified,Jan-08,Fully Paid,NY,6.81
195655,18000,18000,9.33%,B,B3,OWN,Not Verified,Jan-08,Fully Paid,TX,16.95
196027,3000,3000,9.01%,B,B2,RENT,Not Verified,Jan-08,Fully Paid,WA,6.72
196148,15000,15000,9.01%,B,B2,RENT,Not Verified,Jan-08,Fully Paid,CA,6.88
196380,11000,11000,8.07%,A,A4,RENT,Not Verified,Jan-08,Fully Paid,CA,14.07
196428,4725,4725,11.22%,C,C4,RENT,Not Verified,Jan-08,Charged Off,CA,23.03
196521,20000,20000,9.96%,B,B5,RENT,Not Verified,Jan-08,Fully Paid,MD,13.28
196559,3000,3000,7.12%,A,A1,MORTGAGE,Not Verified,Jan-08,Fully Paid,OR,1.19
196574,9500,9500,9.96%,B,B5,RENT,Not Verified,Jan-08,Fully Paid,CO,21.93
196863,4350,4350,11.54%,C,C5,RENT,Not Verified,Jan-08,Fully Paid,CA,24.71
196910,9000,9000,9.64%,B,B4,MORTGAGE,Not Verified,Jan-08,Charged Off,MD,10.36
197019,2750,2750,9.33%,B,B3,MORTGAGE,Not Verified,Jan-08,Charged Off,MD,13.46
197225,12000,12000,9.01%,B,B2,RENT,Not Verified,Jan-08,Fully Paid,NY,4.28
197360,6000,6000,11.22%,C,C4,RENT,Not Verified,Jan-08,Fully Paid,TX,0
197558,2675,2675,8.07%,A,A4,RENT,Not Verified,Jan-08,Fully Paid,OH,16.68
197959,15000,15000,9.64%,B,B4,OWN,Not Verified,Jan-08,Fully Paid,WI,4.05
198285,7850,7850,9.96%,B,B5,RENT,Not Verified,Jan-08,Fully Paid,OR,6.14
198952,2500,2500,7.43%,A,A2,MORTGAGE,Not Verified,Jan-08,Fully Paid,NC,2.45
199055,3000,3000,10.14%,B,B4,OWN,Not Verified,Jan-08,Fully Paid,GA,8.71
199486,8000,8000,10.46%,B,B5,RENT,Not Verified,Feb-08,Charged Off,CA,11.28
199575,4000,4000,7.43%,A,A2,MORTGAGE,Not Verified,Jan-08,Fully Paid,LA,5.82
199889,2000,2000,13.30%,D,D4,RENT,Not Verified,Jan-08,Fully Paid,TX,22
200256,12000,12000,13.30%,D,D4,RENT,Not Verified,Jan-08,Charged Off,CO,7.16
200600,7500,7500,9.83%,B,B3,RENT,Not Verified,Jan-08,Fully Paid,CA,2.69
200805,5000,5000,13.93%,E,E1,RENT,Not Verified,Jan-08,Charged Off,CA,20.72
200886,9325,9325,8.38%,A,A5,RENT,Not Verified,Jan-08,Fully Paid,WI,0
200912,9400,9400,13.30%,D,D4,MORTGAGE,Not Verified,Jan-08,Fully Paid,NY,17.04
201285,2000,2000,9.20%,B,B1,MORTGAGE,Not Verified,Jan-08,Fully Paid,WI,18.65
201479,7000,7000,7.43%,A,A2,MORTGAGE,Not Verified,Jan-08,Fully Paid,CA,1.72
201909,20000,20000,12.36%,D,D1,RENT,Not Verified,Jan-08,Fully Paid,CT,13.42
202270,4000,4000,12.36%,D,D1,RENT,Not Verified,Jan-08,Charged Off,CT,8.66
202379,13025,13025,10.14%,B,B4,MORTGAGE,Not Verified,Jan-08,Fully Paid,FL,17.01
202406,10000,10000,13.62%,D,D5,RENT,Not Verified,Jan-08,Fully Paid,TX,1.21
202712,11200,11200,10.78%,C,C1,RENT,Not Verified,Jan-08,Fully Paid,WI,14.26
202720,10000,10000,8.07%,A,A4,RENT,Not Verified,Jan-08,Fully Paid,CO,9.95
203367,25000,25000,15.83%,F,F2,MORTGAGE,Not Verified,Jan-08,Fully Paid,NJ,18.08
203424,9325,9325,13.62%,D,D5,RENT,Not Verified,Feb-08,Fully Paid,OH,21.88
203532,21000,21000,12.36%,D,D1,MORTGAGE,Not Verified,Jan-08,Charged Off,TX,0.85
203554,15000,15000,10.14%,B,B4,MORTGAGE,Not Verified,Jan-08,Fully Paid,FL,13.73
204428,4000,4000,12.36%,D,D1,RENT,Not Verified,Jan-08,Fully Paid,AZ,9.48
204576,11500,11500,8.38%,A,A5,MORTGAGE,Not Verified,Jan-08,Fully Paid,TX,8.16
206181,3500,3500,7.12%,A,A1,RENT,Not Verified,Jan-08,Fully Paid,MA,0
206360,7200,7200,12.36%,D,D1,RENT,Not Verified,Jan-08,Fully Paid,NY,4.58
206839,2000,2000,7.43%,A,A2,MORTGAGE,Not Verified,Jan-08,Fully Paid,SC,9.99
207148,2100,2100,8.38%,A,A5,OWN,Not Verified,Jan-08,Fully Paid,LA,2.36
207387,10000,10000,11.09%,C,C2,RENT,Not Verified,Jan-08,Fully Paid,CA,19.32
207910,2225,2225,7.43%,A,A2,MORTGAGE,Not Verified,Jan-08,Charged Off,FL,7.67
208191,9600,9600,10.78%,C,C1,MORTGAGE,Not Verified,Jan-08,Charged Off,GA,14.06
208594,10000,10000,11.41%,C,C3,RENT,Not Verified,Jan-08,Fully Paid,CA,14.03
208728,8775,8775,12.36%,D,D1,RENT,Not Verified,Feb-08,Fully Paid,WA,15.53
208827,10000,10000,8.38%,A,A5,RENT,Not Verified,Jan-08,Fully Paid,NJ,14.03
209349,7200,7200,8.07%,A,A4,MORTGAGE,Not Verified,Jan-08,Charged Off,MA,17
209392,2000,2000,8.38%,A,A5,RENT,Not Verified,Jan-08,Fully Paid,MN,18.96
209581,16000,16000,12.67%,D,D2,RENT,Not Verified,Jan-08,Charged Off,DC,10.13
210194,3800,3800,12.04%,C,C5,MORTGAGE,Not Verified,Jan-08,Fully Paid,MD,12.5
210287,6000,6000,9.51%,B,B2,MORTGAGE,Not Verified,Jan-08,Fully Paid,GA,16.87
210778,3000,3000,10.14%,B,B4,RENT,Not Verified,Jan-08,Fully Paid,CA,0
210784,10000,10000,9.20%,B,B1,RENT,Not Verified,Jan-08,Fully Paid,CA,5.93
210884,7000,7000,10.78%,C,C1,RENT,Not Verified,Jan-08,Fully Paid,NY,7.76
211126,2200,2200,11.72%,C,C4,RENT,Not Verified,Jan-08,Fully Paid,NY,17.2
211133,500,500,11.41%,C,C3,RENT,Not Verified,Jan-08,Fully Paid,VA,3.69
211586,4000,4000,7.75%,A,A3,RENT,Not Verified,Feb-08,Fully Paid,HI,1.33
211723,8000,8000,11.09%,C,C2,OWN,Not Verified,Jan-08,Charged Off,MD,5.12
211860,7500,7500,8.38%,A,A5,OWN,Not Verified,Jan-08,Fully Paid,NY,6.06
212737,8000,8000,12.04%,C,C5,RENT,Not Verified,Jan-08,Fully Paid,NY,16.06
212894,3250,3250,7.75%,A,A3,OWN,Not Verified,Jan-08,Charged Off,NC,2.73
213020,7000,7000,7.75%,A,A3,RENT,Not Verified,Jan-08,Fully Paid,NV,10.37
213427,1200,1200,10.14%,B,B4,RENT,Not Verified,Jan-08,Fully Paid,AZ,19.76
213551,7500,7500,11.41%,C,C3,RENT,Not Verified,Jan-08,Fully Paid,MD,14.65
213732,20000,20000,12.99%,D,D3,RENT,Not Verified,Jan-08,Charged Off,CA,18.98
213846,2450,2450,10.78%,C,C1,MORTGAGE,Not Verified,Jan-08,Fully Paid,FL,14.84
214363,15000,15000,12.04%,C,C5,RENT,Not Verified,Jan-08,Fully Paid,CA,17.95
214388,20000,20000,14.88%,E,E4,RENT,Not Verified,Jan-08,Charged Off,CA,7.11
214572,25000,25000,9.51%,B,B2,MORTGAGE,Not Verified,Jan-08,Fully Paid,OH,2.14
214968,9000,9000,9.83%,B,B3,RENT,Not Verified,Jan-08,Fully Paid,CA,4.83
215142,8400,8400,8.38%,A,A5,MORTGAGE,Not Verified,Jan-08,Fully Paid,NJ,13.1
215531,3500,3500,12.67%,D,D2,RENT,Not Verified,Jan-08,Fully Paid,DC,13.1
215577,9000,9000,10.78%,C,C1,RENT,Not Verified,Jan-08,Fully Paid,TX,7.93
215865,16800,16800,12.67%,D,D2,RENT,Not Verified,Jan-08,Fully Paid,NY,20.06
215897,10000,10000,9.20%,B,B1,RENT,Not Verified,Jan-08,Fully Paid,NJ,0.33
216013,7200,7200,9.51%,B,B2,RENT,Not Verified,Jan-08,Fully Paid,GA,15.84
216083,21000,21000,15.20%,E,E5,MORTGAGE,Not Verified,Jan-08,Fully Paid,NM,21.84
216181,10000,10000,7.75%,A,A3,MORTGAGE,Not Verified,Jan-08,Fully Paid,VT,2.89
216508,8000,8000,8.07%,A,A4,MORTGAGE,Not Verified,Jan-08,Fully Paid,CA,9.58
216540,15000,15000,14.25%,E,E2,RENT,Not Verified,Jan-08,Fully Paid,CA,19.05
216698,500,500,10.46%,B,B5,MORTGAGE,Not Verified,Jan-08,Fully Paid,IL,14.17
216940,11200,11200,12.04%,C,C5,RENT,Not Verified,Jan-08,Fully Paid,IL,21.33
217041,10000,10000,9.51%,B,B2,RENT,Not Verified,Jan-08,Fully Paid,FL,7.59
217100,24625,13875,18.36%,G,G5,RENT,Not Verified,Jan-08,Fully Paid,CA,23.04
217118,12500,12500,11.72%,C,C4,RENT,Not Verified,Jan-08,Fully Paid,OH,11.9
217723,15000,15000,10.14%,B,B4,RENT,Not Verified,Jan-08,Fully Paid,OH,19.86
217788,9300,9300,11.72%,C,C4,RENT,Not Verified,Jan-08,Fully Paid,WA,20.09
217987,4000,4000,10.78%,C,C1,OWN,Not Verified,Jan-08,Fully Paid,VA,0.38
218282,11000,11000,12.99%,D,D3,MORTGAGE,Not Verified,Jan-08,Charged Off,MI,17.94
218325,16000,16000,12.99%,D,D3,RENT,Not Verified,Jan-08,Fully Paid,CT,14.82
218331,10000,10000,7.75%,A,A3,RENT,Not Verified,Jan-08,Charged Off,FL,0
218343,2150,2150,10.78%,C,C1,MORTGAGE,Not Verified,Jan-08,Charged Off,NY,19.15
218680,13500,13500,10.78%,C,C1,RENT,Not Verified,Jan-08,Fully Paid,NY,12.58
219000,5500,5500,9.20%,B,B1,RENT,Not Verified,Jan-08,Fully Paid,WA,16.74
219070,6000,6000,10.46%,B,B5,RENT,Not Verified,Feb-08,Fully Paid,CO,5.06
219178,5000,5000,11.72%,C,C4,MORTGAGE,Not Verified,Jan-08,Fully Paid,CO,0
219315,12000,12000,13.30%,D,D4,MORTGAGE,Not Verified,Jan-08,Charged Off,MD,4.67
219425,2500,2500,11.72%,C,C4,RENT,Not Verified,Jan-08,Charged Off,NY,19.29
219967,6000,6000,8.38%,A,A5,MORTGAGE,Not Verified,Jan-08,Fully Paid,NC,12.5
220023,1850,1850,7.12%,A,A1,RENT,Not Verified,Jan-08,Fully Paid,IA,11.59
220873,10000,10000,13.30%,D,D4,OWN,Not Verified,Jan-08,Charged Off,TX,6.31
221264,15000,15000,12.04%,C,C5,MORTGAGE,Not Verified,Jan-08,Fully Paid,MI,15.82
221301,22000,22000,12.67%,D,D2,MORTGAGE,Not Verified,Jan-08,Fully Paid,VA,13.04
222179,9600,9600,9.20%,B,B1,MORTGAGE,Not Verified,Jan-08,Charged Off,CO,13.12
222488,18500,18500,9.51%,B,B2,MORTGAGE,Not Verified,Jan-08,Fully Paid,IA,16.49
222492,18900,18900,10.14%,B,B4,MORTGAGE,Not Verified,Feb-08,Fully Paid,TX,9.79
222829,14400,14400,9.51%,B,B2,RENT,Not Verified,Jan-08,Fully Paid,CA,9.96
223015,24000,24000,15.83%,F,F2,RENT,Not Verified,Jan-08,Fully Paid,CA,15.38
223308,7500,7500,10.78%,C,C1,MORTGAGE,Not Verified,Jan-08,Fully Paid,NJ,1.78
223345,14000,14000,10.14%,B,B4,MORTGAGE,Not Verified,Jan-08,Charged Off,FL,16.54
223626,20000,20000,10.46%,B,B5,RENT,Not Verified,Jan-08,Fully Paid,CA,16.2
223992,7200,7200,8.38%,A,A5,MORTGAGE,Not Verified,Jan-08,Fully Paid,FL,15.11
224210,15000,15000,12.04%,C,C5,RENT,Not Verified,Jan-08,Fully Paid,VA,14.32
224381,25000,25000,16.15%,F,F3,MORTGAGE,Not Verified,Jan-08,Charged Off,CA,24.84
224541,20000,20000,11.41%,C,C3,MORTGAGE,Not Verified,Jan-08,Fully Paid,TX,10.14
224614,15000,7000,11.72%,C,C4,RENT,Not Verified,Jan-08,Fully Paid,NY,15.46
224894,8000,8000,10.14%,B,B4,RENT,Not Verified,Jan-08,Fully Paid,MD,8.78
224984,4800,4800,11.09%,C,C2,RENT,Not Verified,Jan-08,Fully Paid,TX,11.37
225054,9000,9000,12.36%,D,D1,MORTGAGE,Not Verified,Jan-08,Fully Paid,AZ,21.8
225812,20000,20000,11.41%,C,C3,MORTGAGE,Not Verified,Jan-08,Fully Paid,AL,0.63
225897,4000,4000,10.14%,B,B4,RENT,Not Verified,Jan-08,Fully Paid,CO,7.07
226154,5000,5000,13.93%,E,E1,MORTGAGE,Not Verified,Jan-08,Fully Paid,MN,22.57
226735,3000,3000,13.30%,D,D4,RENT,Not Verified,Feb-08,Charged Off,ID,24.79
226780,11200,11200,10.78%,C,C1,MORTGAGE,Not Verified,Jan-08,Charged Off,CA,7.56
227383,10800,10800,7.75%,A,A3,RENT,Not Verified,Jan-08,Fully Paid,OR,10.1
227538,12000,12000,9.20%,B,B1,RENT,Not Verified,Jan-08,Fully Paid,CT,10.14
227568,12800,12800,8.38%,A,A5,MORTGAGE,Not Verified,Jan-08,Fully Paid,TX,7.26
227773,9800,9800,7.75%,A,A3,MORTGAGE,Not Verified,Jan-08,Fully Paid,TX,9.2
228424,20000,20000,13.30%,D,D4,MORTGAGE,Not Verified,Jan-08,Fully Paid,FL,20.42
228892,23000,23000,12.36%,D,D1,RENT,Not Verified,Jan-08,Charged Off,MN,16.07
228923,15000,15000,11.09%,C,C2,RENT,Not Verified,Jan-08,Charged Off,CA,4.8
229276,15000,15000,11.72%,C,C4,MORTGAGE,Not Verified,Jan-08,Fully Paid,MN,2.42
229565,7000,7000,10.78%,C,C1,RENT,Not Verified,Jan-08,Fully Paid,RI,16.51
229930,25000,25000,11.09%,C,C2,MORTGAGE,Not Verified,Jan-08,Fully Paid,TX,17.11
230185,8000,8000,10.78%,C,C1,MORTGAGE,Not Verified,Jan-08,Fully Paid,PA,16.75
230545,2500,2500,10.78%,C,C1,MORTGAGE,Not Verified,Jan-08,Fully Paid,NC,16.37
231005,8525,8525,10.78%,C,C1,RENT,Not Verified,Jan-08,Charged Off,MN,18.58
231321,10000,10000,7.75%,A,A3,NONE,Not Verified,Jan-08,Fully Paid,VA,5.24
231540,1800,1800,11.41%,C,C3,RENT,Not Verified,Jan-08,Fully Paid,NV,21.01
231935,12000,12000,8.07%,A,A4,RENT,Not Verified,Jan-08,Fully Paid,NM,8.88
232302,25000,25000,9.83%,B,B3,MORTGAGE,Not Verified,Jan-08,Fully Paid,GA,8.98
232488,25000,25000,10.46%,B,B5,MORTGAGE,Not Verified,Jan-08,Fully Paid,FL,1.88
232568,4000,4000,10.78%,C,C1,MORTGAGE,Not Verified,Jan-08,Fully Paid,VA,15.5
232726,10000,10000,11.41%,C,C3,RENT,Not Verified,Jan-08,Fully Paid,NY,15.93
232917,3000,3000,11.72%,C,C4,MORTGAGE,Not Verified,Feb-08,Fully Paid,AZ,12.85
232947,11225,11225,13.62%,D,D5,MORTGAGE,Not Verified,Jan-08,Fully Paid,MA,19.52
233852,9500,9500,10.78%,C,C1,OWN,Not Verified,Feb-08,Fully Paid,FL,8.22
233978,2500,2500,8.38%,A,A5,OWN,Not Verified,Jan-08,Fully Paid,AR,10.61
234451,19000,19000,9.51%,B,B2,MORTGAGE,Not Verified,Jan-08,Fully Paid,TX,11.29
234585,12000,12000,9.83%,B,B3,MORTGAGE,Not Verified,Jan-08,Fully Paid,MA,15.74
234707,21000,21000,9.20%,B,B1,MORTGAGE,Not Verified,Jan-08,Fully Paid,TX,2.7
235094,15000,15000,9.20%,B,B1,MORTGAGE,Not Verified,Jan-08,Fully Paid,MD,12.28
235269,18000,18000,8.38%,A,A5,RENT,Not Verified,Jan-08,Charged Off,VA,5.25
235704,10000,10000,14.88%,E,E4,MORTGAGE,Not Verified,Jan-08,Fully Paid,OH,23.89
236199,20000,20000,14.25%,E,E2,RENT,Not Verified,Jan-08,Fully Paid,MD,2.1
237246,8000,8000,9.20%,B,B1,RENT,Not Verified,Feb-08,Fully Paid,CO,1.03
237452,15000,15000,12.04%,C,C5,MORTGAGE,Not Verified,Feb-08,Fully Paid,CA,17.08
237549,4000,4000,7.75%,A,A3,MORTGAGE,Not Verified,Jan-08,Fully Paid,VT,9.25
237776,7000,7000,7.43%,A,A2,MORTGAGE,Not Verified,Jan-08,Fully Paid,OH,10.04
237880,7500,7500,9.83%,B,B3,RENT,Not Verified,Jan-08,Fully Paid,CA,0.58
237883,12000,12000,13.30%,D,D4,MORTGAGE,Not Verified,Feb-08,Fully Paid,GA,24.22
238327,15000,15000,6.00%,C,C4,MORTGAGE,Not Verified,Feb-08,Fully Paid,NC,15.28
238360,12000,12000,9.83%,B,B3,RENT,Not Verified,Feb-08,Fully Paid,AZ,16.75
238587,8000,8000,9.83%,B,B3,MORTGAGE,Not Verified,Feb-08,Fully Paid,MO,21.33
238612,2000,2000,8.07%,A,A4,RENT,Not Verified,Jan-08,Fully Paid,NY,3.68
238935,7000,7000,9.20%,B,B1,MORTGAGE,Not Verified,Feb-08,Fully Paid,CO,13.28
238983,10000,10000,9.51%,B,B2,RENT,Not Verified,Feb-08,Fully Paid,CO,9.6
238989,10000,10000,9.20%,B,B1,RENT,Not Verified,Feb-08,Fully Paid,LA,4.88
239690,15450,15450,13.93%,E,E1,MORTGAGE,Not Verified,Feb-08,Charged Off,OH,19.71
239761,10500,10500,7.75%,A,A3,MORTGAGE,Not Verified,Feb-08,Fully Paid,TX,12.86
239843,20000,20000,9.51%,B,B2,OWN,Not Verified,Feb-08,Charged Off,NY,0.22
240105,5950,5950,11.72%,C,C4,RENT,Not Verified,Feb-08,Fully Paid,NY,15.38
240220,1300,1300,10.46%,B,B5,RENT,Not Verified,Feb-08,Fully Paid,MO,18.15
240361,4225,4225,9.83%,B,B3,RENT,Not Verified,Feb-08,Fully Paid,CA,11.93
240974,5450,5450,12.67%,D,D2,OWN,Not Verified,Feb-08,Fully Paid,NY,11.25
241117,6000,6000,10.46%,B,B5,RENT,Not Verified,Feb-08,Fully Paid,MA,13.42
241502,3000,3000,8.32%,A,A4,RENT,Not Verified,Feb-08,Fully Paid,FL,1.54
241536,13450,13450,12.61%,D,D1,RENT,Not Verified,Feb-08,Fully Paid,UT,19.71
241659,12100,12100,9.45%,B,B1,RENT,Not Verified,Feb-08,Fully Paid,IL,11.02
241850,1500,1500,8.63%,A,A5,MORTGAGE,Not Verified,Jan-08,Fully Paid,TX,9.37
242092,6400,6400,8.32%,A,A4,MORTGAGE,Not Verified,Feb-08,Fully Paid,VA,13.99
242229,12000,12000,13.24%,D,D3,RENT,Not Verified,Feb-08,Fully Paid,IL,15.12
242260,10150,10150,11.97%,C,C4,MORTGAGE,Not Verified,Feb-08,Fully Paid,NJ,6.61
242333,10425,10425,9.45%,B,B1,OWN,Not Verified,Feb-08,Charged Off,PA,6.02
242356,19200,19200,13.87%,D,D5,RENT,Not Verified,Feb-08,Fully Paid,TX,7.16
242452,3200,3200,8.63%,A,A5,RENT,Not Verified,Jan-08,Fully Paid,NY,14.38
242642,16600,16600,9.76%,B,B2,MORTGAGE,Not Verified,Feb-08,Fully Paid,AZ,4.68
242695,500,500,10.71%,B,B5,MORTGAGE,Not Verified,Jan-08,Fully Paid,CA,3.04
242839,25000,25000,10.08%,B,B3,MORTGAGE,Not Verified,Feb-08,Fully Paid,CA,8.53
243046,10325,10325,12.92%,D,D2,RENT,Not Verified,Feb-08,Charged Off,CA,9.05
243078,6000,6000,10.39%,B,B4,RENT,Not Verified,Feb-08,Fully Paid,VA,17.47
243130,6000,6000,8.00%,A,A3,OWN,Not Verified,Feb-08,Fully Paid,OH,14.08
243207,7400,7400,9.76%,B,B2,RENT,Not Verified,Feb-08,Fully Paid,CA,12.57
243243,4600,4600,10.08%,B,B3,RENT,Not Verified,Feb-08,Fully Paid,CO,5.91
243280,6000,6000,8.63%,A,A5,RENT,Not Verified,Feb-08,Fully Paid,TX,11.2
243314,2600,2600,10.08%,B,B3,RENT,Not Verified,Feb-08,Fully Paid,CA,14.57
243406,6000,6000,9.76%,B,B2,MORTGAGE,Not Verified,Feb-08,Fully Paid,NJ,4.84
243430,13000,13000,11.97%,C,C4,MORTGAGE,Not Verified,Feb-08,Fully Paid,TX,3.92
243622,10400,10400,10.71%,B,B5,RENT,Not Verified,Feb-08,Fully Paid,CA,4.74
243737,7000,7000,9.76%,B,B2,RENT,Not Verified,Feb-08,Fully Paid,MN,17.78
243957,7500,7500,10.39%,B,B4,MORTGAGE,Not Verified,Feb-08,Fully Paid,NY,5.57
244029,800,800,7.37%,A,A1,MORTGAGE,Not Verified,Jan-08,Fully Paid,LA,7.65
244261,2900,2900,8.00%,A,A3,RENT,Not Verified,Jan-08,Fully Paid,TX,6.32
244437,17350,17350,13.55%,D,D4,OWN,Not Verified,Feb-08,Fully Paid,NH,18.52
244872,3000,3000,9.45%,B,B1,MORTGAGE,Not Verified,Feb-08,Fully Paid,CT,1.49
245124,1500,1500,10.71%,B,B5,RENT,Not Verified,Feb-08,Fully Paid,TN,18.14
245190,6000,6000,12.29%,C,C5,MORTGAGE,Not Verified,Feb-08,Fully Paid,MO,14.77
245733,6400,6400,7.68%,A,A2,MORTGAGE,Not Verified,Feb-08,Fully Paid,FL,0.83
245765,9900,9900,8.00%,A,A3,MORTGAGE,Not Verified,Feb-08,Fully Paid,FL,3.19
245846,2500,2500,9.76%,B,B2,RENT,Not Verified,Feb-08,Fully Paid,GA,22.25
246179,5100,5100,8.32%,A,A4,MORTGAGE,Not Verified,Feb-08,Fully Paid,CT,7.08
246276,10100,10100,13.55%,D,D4,RENT,Not Verified,Feb-08,Charged Off,NV,15.82
246516,8500,8500,9.45%,B,B1,RENT,Not Verified,Feb-08,Fully Paid,TX,17.33
246553,9100,9100,13.24%,D,D3,RENT,Not Verified,Feb-08,Fully Paid,TX,7.37
247062,6225,6225,9.76%,B,B2,RENT,Not Verified,Feb-08,Fully Paid,CA,18.35
247424,8000,8000,10.71%,B,B5,RENT,Not Verified,Feb-08,Fully Paid,NY,17.66
248108,3000,3000,8.00%,A,A3,RENT,Not Verified,Feb-08,Fully Paid,OH,12.05
248130,1450,1450,9.76%,B,B2,OWN,Not Verified,Feb-08,Fully Paid,PA,7.74
248304,6000,6000,8.63%,A,A5,RENT,Not Verified,Feb-08,Fully Paid,IL,10.8
248498,19500,19500,9.76%,B,B2,RENT,Not Verified,Feb-08,Fully Paid,IA,1.95
248539,10000,10000,11.66%,C,C3,MORTGAGE,Not Verified,Feb-08,Fully Paid,CA,8.4
248583,18000,18000,10.39%,B,B4,RENT,Not Verified,Mar-08,Fully Paid,NY,0.86
248817,6000,6000,11.97%,C,C4,RENT,Not Verified,Feb-08,Charged Off,FL,6
248841,6000,6000,7.68%,A,A2,OWN,Not Verified,Feb-08,Fully Paid,NY,2.54
248927,6000,6000,10.08%,B,B3,RENT,Not Verified,Feb-08,Fully Paid,OR,16.17
249164,25000,25000,10.08%,B,B3,MORTGAGE,Not Verified,Feb-08,Fully Paid,GA,3.84
249699,20050,20050,9.76%,B,B2,RENT,Not Verified,Feb-08,Charged Off,WA,9.14
249840,6000,6000,10.71%,B,B5,MORTGAGE,Not Verified,Feb-08,Fully Paid,TX,11.12
249942,5000,5000,11.03%,C,C1,RENT,Not Verified,Feb-08,Fully Paid,CA,5.73
249955,25000,25000,14.18%,E,E1,RENT,Not Verified,Mar-08,Charged Off,CA,22.45
249972,10000,10000,11.03%,C,C1,RENT,Not Verified,Feb-08,Charged Off,CA,13.4
249999,10000,10000,8.00%,A,A3,MORTGAGE,Not Verified,Feb-08,Fully Paid,IL,12
250422,4000,4000,9.76%,B,B2,RENT,Not Verified,Feb-08,Fully Paid,VA,2.7
250699,5000,5000,12.61%,D,D1,RENT,Not Verified,Feb-08,Fully Paid,OH,4.56
250951,15250,15250,11.34%,C,C2,MORTGAGE,Not Verified,Feb-08,Fully Paid,NC,15.14
251142,17000,17000,9.45%,B,B1,MORTGAGE,Not Verified,Feb-08,Fully Paid,AR,0.6
251214,6000,6000,8.00%,A,A3,RENT,Not Verified,Feb-08,Fully Paid,CA,9.82
251663,2725,2725,11.66%,C,C3,RENT,Not Verified,Feb-08,Fully Paid,MI,14.45
251682,3000,3000,7.37%,A,A1,RENT,Not Verified,Feb-08,Fully Paid,WA,12.7
251789,10000,10000,15.45%,E,E5,RENT,Not Verified,Feb-08,Fully Paid,TX,13.16
251996,5000,5000,7.68%,A,A2,RENT,Not Verified,Feb-08,Fully Paid,VA,0.43
252482,10800,10800,9.76%,B,B2,RENT,Not Verified,Feb-08,Fully Paid,CA,11.89
252729,15000,15000,11.34%,C,C2,MORTGAGE,Not Verified,Feb-08,Fully Paid,AR,2.32
252973,2500,2500,9.76%,B,B2,RENT,Not Verified,Feb-08,Fully Paid,VA,0.5
253020,15075,15075,12.92%,D,D2,MORTGAGE,Not Verified,Feb-08,Fully Paid,CA,23.29
253085,18000,18000,13.24%,D,D3,OWN,Not Verified,Feb-08,Charged Off,NY,22.4
253222,20000,20000,10.08%,B,B3,RENT,Not Verified,Feb-08,Fully Paid,CA,10.06
253227,750,750,12.29%,C,C5,RENT,Not Verified,Feb-08,Fully Paid,CO,24
253425,6000,6000,10.71%,B,B5,RENT,Not Verified,Feb-08,Fully Paid,NC,20.11
253427,15000,15000,13.24%,D,D3,RENT,Not Verified,Feb-08,Fully Paid,NY,3.29
253601,16000,16000,14.18%,E,E1,RENT,Not Verified,Feb-08,Fully Paid,CO,11.13
253727,4500,4500,8.63%,A,A5,OWN,Not Verified,Feb-08,Fully Paid,WA,0
253766,15000,15000,11.66%,C,C3,RENT,Not Verified,Feb-08,Charged Off,NJ,5.17
253973,10000,10000,11.03%,C,C1,OWN,Not Verified,Feb-08,Fully Paid,NC,9.17
253987,3000,3000,11.03%,C,C1,RENT,Not Verified,Feb-08,Fully Paid,VA,16.92
254201,17000,17000,14.82%,E,E3,MORTGAGE,Not Verified,Feb-08,Fully Paid,NJ,20.12
254250,3975,3975,11.97%,C,C4,OWN,Not Verified,Feb-08,Fully Paid,NM,15.51
